ID,Session_timestamp,Level_timestamp,Event_type,Event,Details,epoch_time,Ruleset,win_or_quit,goals,impasses,time_offset
211,0:30:8:616,0:7:8:766,change,update,baba:6:4:2,1652481769616.0,"['wall is stop ', 'baba is you ']",,goal_0,,266
211,0:30:8:616,0:7:8:766,change,update,baba:11:6:2,1652481769616.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:616,0:7:8:766,change,update,baba:5:4:2,1652481769616.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:616,0:7:8:766,input,left,,1652481769616.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:183,0:7:9:333,change,update,baba:5:4:1,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,567
211,0:30:9:183,0:7:9:333,change,update,baba:11:6:1,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:183,0:7:9:333,change,update,baba:11:5:1,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:183,0:7:9:333,change,update,text_flag:5:2:1,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:183,0:7:9:333,change,update,baba:5:3:1,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:183,0:7:9:333,input,up,,1652481770183.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:450,0:7:9:600,change,update,baba:5:3:0,1652481770450.0,"['wall is stop ', 'baba is you ']",,goal_0,,267
211,0:30:9:450,0:7:9:600,change,update,baba:11:5:0,1652481770450.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:450,0:7:9:600,change,update,baba:6:3:0,1652481770450.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:450,0:7:9:600,change,update,baba:12:5:0,1652481770450.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:450,0:7:9:600,input,right,,1652481770450.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:700,0:7:9:850,change,update,baba:6:3:1,1652481770700.0,"['wall is stop ', 'baba is you ']",,goal_0,,250
211,0:30:9:700,0:7:9:850,change,update,baba:12:5:1,1652481770700.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:700,0:7:9:850,change,update,baba:6:2:1,1652481770700.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:700,0:7:9:850,change,update,baba:12:4:1,1652481770700.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:700,0:7:9:850,input,up,,1652481770700.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:933,0:7:10:083,change,update,baba:6:2:2,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,233
211,0:30:9:933,0:7:10:083,change,update,baba:12:4:2,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:933,0:7:10:083,change,update,baba:11:4:2,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:933,0:7:10:083,change,update,text_flag:4:2:2,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
